,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
1539,My baby,3,0.0,0,0,3,0,0,0,0,0,0,0,74.2938,[0.7429378531073445]
1540,"The kitten said, &quot;Don&#39;t be unhappy, I&#39;ll comfort you.&quot;",10,-1.6210805930281964,0,0,11,0,1,0,0,0,0,0,40.4096,"[0.8635190018268101, 0.10638319898034909]"
1541,I miss my brother,4,0.0,0,0,4,0,0,0,0,0,0,0,51.803,[0.5180297910986704]
1542,My heart hurts so much,3,0.0,0,0,3,0,0,0,0,0,0,0,92.4592,[0.9245917468118668]
1543,I kissed the kitten and started picking at him,8,0.0,0,0,9,0,0,0,0,0,0,0,96.621,"[0.9769309861935767, 0.4285714285714284]"
1544,I directly asked him if he was here for kp and she immediately deleted the post.,13,-0.5178342667492302,0,0,12,0,0,0,0,0,0,0,17.9926,[0.1799259070877438]
1545,What melon,2,0.0,0,0,2,0,0,0,0,0,0,0,20.0,[0.19999999999999996]
1546,What happened to that person some time ago?,6,0.0,0,0,6,0,0,0,0,0,0,0,75.5241,[0.7552406582555129]
1547,Because I prefer the kind with stronger sweetness.,10,0.0,0,0,10,1,0,0,0,0,0,0,78.961,[0.789609625386164]
1548,"Once you&#39;re done, you&#39;ll block me.",5,0.0,0,0,5,0,0,0,0,0,0,0,36.0878,[0.36087841983977964]
1549,Why don&#39;t you protect me from lightning?,5,0.0,0,0,5,0,0,0,0,0,0,0,21.1906,[0.21190641916272757]
1550,You and another person next to each other seem to have the same meaning. The one below is also blocked.,18,0.0,0,0,18,0,0,0,0,0,0,0,2.6901,[0.026900868683832013]
1551,Don&#39;t do it. I also commented that I am stupid. .,9,-2.5201585984286003,0,0,9,0,0,0,0,0,0,0,45.9686,[0.5090671405867713]
1552,"I seem to have swiped him just now, and I’m curious why no one commented on his post.",14,-1.0596332738926013,0,0,13,0,0,0,0,0,0,1,48.2521,[0.4825214163424759]
1553,Keep your eyes open and don’t get fucked~,5,-4.150105628034077,0,0,5,0,0,0,0,0,0,0,28.9949,[0.28994892140184547]
1554,What card makes me suck some naka?,6,0.0,0,0,6,0,0,0,0,0,0,0,81.3656,[0.813655887352193]
1555,"Thanks, hubby, by the way, I’m not following Cake’s return, so the cards without Cake will be sorted out in the next two days.",18,-3.092110834314118,0,0,16,0,1,0,0,0,0,0,69.2793,[0.6927929240309204]
1556,squat for a moment,2,0.0,0,0,2,0,0,0,0,0,0,0,64.2857,[0.6428571428571428]
1557,I shouldn’t be able to squat down when I’m laying out the plate.,7,-2.119652247300286,0,0,6,0,0,0,0,0,0,0,48.8584,[0.4885841360182137]
1558,"It shouldn&#39;t count. If you want to go out, squat down.",9,-2.619909637390381,0,0,9,0,0,0,0,0,0,0,18.8223,"[0.41796131110026913, 0.2639720860054877]"
1559,"Probably not, I will squat and slide (if there is one)",10,-1.6948737101399893,0,0,12,0,0,0,0,0,0,0,72.3282,"[0.39570274709471487, 0.8159629452334899]"
1560,"It shouldn&#39;t be counted, it should be a good price, so I&#39;ll sit and squat by the way.",10,-0.9883244765120479,0,0,10,0,0,0,0,0,0,0,65.1974,"[0.41796131110026913, 0.6317853705682674, 0.6522731055090991]"
1561,Which deep well ice,2,0.0,0,0,2,0,0,0,0,0,0,0,91.1921,[0.9119210197017606]
1562,5614695,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
1563,I haven’t seen a few selection announcements on wb.,11,-2.130470328413532,0,0,10,0,0,0,0,0,0,0,9.7061,[0.0970607473253251]
1564,"Also, we all commented but didn’t reply in the comment area. I actually had an official blog before and I haven’t seen anyone give milk tea service until I commented.",24,-0.8901080531959192,0,0,22,0,0,0,0,0,0,0,2.3696,[0.023695519944962218]
1565,Ordered my husband,3,0.0,0,0,3,0,0,0,0,0,0,0,59.5659,[0.5956592995890659]
1566,"Ah, what&#39;s going on?",3,0.0,0,0,3,0,0,0,0,0,0,0,39.3574,[0.3935742971887549]
1567,"Ah, touch it",3,0.0,0,0,3,0,0,0,0,0,0,0,31.0416,[0.3104160936911723]
1568,ah? So crazy,3,0.0,0,0,4,0,0,0,0,0,1,0,69.584,"[0.5262327818078083, 0.695839986237305]"
1569,So crazy,2,0.0,0,0,2,0,0,0,0,0,1,0,69.584,[0.695839986237305]
1570,"👂, who is it?",3,0.0,0,0,5,0,0,0,0,0,0,0,51.1289,"[0.5, 0.5374771480804387]"
1571,@quchuxiao_Qxx accompanying notes,6,0.0,0,0,7,0,0,0,0,0,0,0,88.2782,[0.8827821523127074]
1572,Why don&#39;t they just have fun chasing stars? There&#39;s no need for that.,15,-2.6708702777991853,0,0,14,1,0,0,0,0,1,0,33.6326,"[0.5068375906769155, 0.35387860323412235]"
1573,Report directly,2,0.0,0,0,2,0,0,0,0,0,0,0,42.8571,[0.4285714285714284]
1574,It must be too late not to delete it for so long.,8,-2.037589374237774,0,0,7,0,0,0,0,0,0,0,38.1192,[0.38119197281631634]
1575,She also said she had a bad attitude and she deleted it. No one said she was crazy.,12,0.0,0,0,12,0,0,0,0,0,2,0,1.3906,[0.013905987018424493]
1576,"She laughed so hard, she shook her head and said she understood everything",8,0.0,0,0,8,0,0,0,0,0,0,0,11.4371,[0.11437070394718118]
1577,Prize name: Cash prize*2 people; Lottery time: 2023-11-24 00:48:00; Lottery rules: Lottery details,17,0.0,0,0,22,0,0,0,0,0,0,0,86.3842,"[0.9640373302962735, 0.46133687525404377, 0.25425331709259624]"
1578,"Go ahead and answer the questions, don&#39;t bother me.",8,0.0,0,0,9,0,0,0,0,0,1,0,22.0139,"[0.7400525418989933, 0.09920644406379986]"
1579,"The princess said that the card must be turned into 195, and everyone present must help her.",15,2.6360570152034692,1,0,15,3,0,0,0,0,0,0,6.9055,"[0.30725962705890975, 0.5782515054290188, 0.1308025374121773]"
1580,"Putting aside everything else, just starting a discussion group is already very",8,0.0,0,0,8,0,0,0,0,0,0,0,90.6262,[0.9062617683976606]
1581,Are we the ones who talk too much?,6,0.0,0,0,7,0,0,0,0,0,0,0,54.4346,[0.5443456329515354]
1582,Interesting [Hot Selling],3,0.0,0,0,5,1,0,0,0,0,0,0,90.7904,[0.9079043976511332]
1583,"Five people in the audience were hanging up, but the princess ran by herself. If she didn&#39;t cross the line for a long time, she had to wait for someone to fulfill her 195. Sure enough, she couldn&#39;t wait any longer and started running. When the princess saw this, she immediately crossed the line and won 195. I was so happy that I said something disgusting after crossing the line for the second time. I thought about it and it was right. I was even caught by the princess and asked to apologize.",50,-0.2320082449748257,2,0,47,1,1,1,0,0,1,0,0.0,"[0.3137694684538763, 0.4433369849485689, 0.013730830251815873, 0.356505394889723, 0.27402881871710005, 0.5348837209302327, 0.046611525993433434, 0.1254080806829383, 0.037469520208698315, 0.5711448591197151, 0.15103152339250447]"
1584,"p5 &quot;Don&#39;t set the settings to not allow adding friends&quot; I laughed so hard that I wanted to call the sister group to attack, it really looks like xxs",17,-1.5914340827726985,0,0,17,0,0,0,0,0,1,0,91.8846,[0.9188460608883563]
1585,"Hahahahaha, it really seems like the non-mainstream era in the past. Posts were deleted, you know?",8,0.0,0,0,10,0,1,0,0,0,0,0,99.819,"[0.9983910569304566, 0.5, 0.5230352303523035]"
1586,"I can’t even find your pirated version🆔, even if it has a small tail and a blank name, I can’t even find it.",16,-1.4133242255918397,0,0,16,0,0,0,0,0,0,0,4.8288,[0.048287715757060035]
1587,Why can&#39;t gay men play games when a game becomes reality? I&#39;m just going to piss these two aunts off to death,17,-1.1285152720521547,0,0,17,1,1,0,0,0,0,0,27.439,"[0.9209017848560688, 0.03482090687698125]"
1588,Stay away from princesses who only drag discussion groups and let others know when they don&#39;t agree. Don&#39;t set up princesses that don&#39;t allow you to add friends. One thing is the same thing. Find someone else&#39;s CP and wait to see if they leave. What&#39;s the point?,30,-0.2579185526768525,0,0,29,0,0,0,0,0,0,0,2.6693,"[0.09441648132024671, 0.3906485953280412, 0.33608350067885984]"
1589,This girl&#39;s team...will I get scolded if I tell you?,10,-0.6850508143329456,0,0,10,0,0,0,0,0,0,0,3.391,[0.0339100048826767]
1590,What does card 195 mean? Is 195 the ranking? I don&#39;t understand. Can someone explain it to me?,15,-3.441518758517953e-05,0,0,16,0,0,0,0,0,0,0,1.8716,"[0.2771247798995966, 0.4737672181921908, 0.06382770848368513]"
1591,"As someone who doesn’t play Borderlands, I’m totally confused.",9,-2.1701368672639827,0,0,8,0,0,0,0,0,0,0,86.2398,[0.8623981258863085]
1592,"After reading this, let’s not read the rest for now. It’s wrong for him to attack you. It’s really disrespectful.",19,-2.5589235449763734,0,1,17,1,0,0,0,0,1,0,95.3827,[0.9538269297914322]
1593,"Ah, I don’t quite understand the rules at the border.",8,0.0,0,0,8,0,0,0,0,0,0,0,65.8553,[0.6585531039361934]
1594,Get rid of bad luck,2,0.0,0,0,2,0,0,0,0,0,1,0,23.0879,[0.2308791765652881]
1595,up,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
1596,Or do you remember to squat?,5,0.0,0,0,5,0,0,0,0,0,0,0,68.3616,[0.6836163203181695]
1597,The truth is confusing,2,0.0,0,0,2,1,0,0,0,0,1,0,10.1154,[0.10115386389087311]
1598,"Got it, thank you baby",4,0.0,0,0,4,0,0,0,0,0,0,0,72.1186,[0.721186049631773]
1599,Thank Wife,2,0.0,0,0,2,0,0,0,0,0,0,0,73.0238,[0.7302375367077352]
1600,Files shared through Baidu Netdisk: Song Wan link: Web link extraction code: p616 Copy this content and open &quot;Baidu Netdisk APP to obtain&quot;,20,0.0,0,0,23,0,1,0,0,0,0,0,12.7737,[0.12773686241034432]
1601,"@千香官博大哥, do your best, stop playing if you are not sincere, I will take a step back, you are so shady",19,-1.1678789353537296,1,0,18,1,0,0,0,0,0,0,96.1327,"[0.9925257738650786, 0.2285354203171437, 0.4640762602010575, 0.5]"
1602,"Come on, baby, midterm",4,0.0,0,0,4,0,0,0,0,0,0,0,98.6267,[0.9862669265994916]
1603,My wife’s exam goes well! She will pass every exam! Everything she does will be correct.,11,0.0,0,0,13,0,1,0,0,0,0,0,99.5218,[0.9952179349445966]
1604,The exam went well,2,0.0,0,0,2,0,1,0,0,0,0,0,96.0191,[0.960190539561034]
1605,"Come on, baby, you will definitely pass every exam! ! ! All students who took the test calmly in the examination room were completely confused.",16,0.0,0,0,17,1,0,0,0,0,0,0,99.9651,"[0.9992306094634865, 0.9128541703605247]"
1606,Good luck in the exam. I wish Bao can get the ideal results.,9,0.0,0,0,9,0,1,0,0,0,0,0,99.9737,[0.9997369442793843]
1607,Good luck with the exam,3,0.0,0,0,3,0,1,0,0,0,0,0,99.5176,[0.9951758811634714]
1608,I hope the baby can achieve the ideal goal. Don’t be nervous. He will definitely perform well tomorrow. Good luck~,16,-0.4189809855535791,0,0,16,2,0,0,0,1,0,0,99.8831,"[0.9383686353091217, 0.6551724137931035, 0.5542389587728961, 0.9701957285596453]"
1609,"Hahahahahahahahaha who knows, it’s really funny",7,0.0,0,0,7,0,0,0,0,0,0,0,97.0303,[0.9703034632244304]
1610,What happened👂🏻,3,0.0,0,0,4,0,0,0,0,0,0,0,55.3549,[0.5535487942432962]
1611,Haven&#39;t arrived yet?,4,-8.676175817268671,0,0,3,0,0,0,0,0,0,0,37.492,[0.37492047331438205]
1612,Drop me,3,0.0,0,0,3,0,0,0,0,0,0,0,53.5714,[0.5357142857142855]
1613,"Come on Didi, you talk too much, why don’t you come?",5,-4.29504311908945,0,0,5,0,0,0,0,0,0,0,13.9495,"[0.5, 0.15258541937922643]"
1614,"My rank is not very high, but I can play support and study hard.",10,-1.72182722666845,0,0,9,1,0,0,0,0,1,0,78.9935,[0.7899346482457582]
1615,Do you talk a lot?,4,0.0,0,0,4,0,0,0,0,0,0,0,50.0,[0.5]
1616,try qwq,3,0.0,0,0,3,0,0,0,0,0,0,0,73.2507,[0.7325067150650251]
1617,"Send, underage",3,-8.676175817268671,0,0,3,0,0,0,0,0,0,0,44.4527,"[0.22857142857142854, 0.7499999999999999]"
1618,"If I try again today and no one is around, I will give up.",11,-2.93031261878195,0,0,10,0,0,0,0,0,0,0,41.4848,[0.4148479642392531]
1619,Happy birthday to Zhang Qiling,2,0.0,0,0,2,0,0,0,0,0,0,0,94.9025,[0.9490250489492913]
1620,Thanks! !,1,0.0,0,0,2,0,0,0,0,0,0,0,37.1591,[0.5965665236051504]
1621,Thanks!,1,0.0,0,0,2,0,0,0,0,0,0,0,59.6567,[0.5965665236051504]
1622,Link to this page,4,0.0,0,0,4,0,0,0,0,0,0,0,28.0791,[0.28079128160114397]
1623,Tell the truth. Gonna give up,4,0.0,0,0,5,0,0,0,0,0,0,0,75.4712,"[0.647916036927149, 0.6500000000000002]"
1624,"Ah, gone again",4,-19.97928726365195,0,0,3,0,0,0,0,0,0,0,35.3879,[0.35387860323412235]
1625,I was forced to give up my toys completely,6,0.0,0,0,6,0,0,0,0,0,0,0,98.6677,[0.9866773870644219]
1626,Didn’t catch up again [bitter],4,-6.547378916403941,0,0,4,0,0,0,0,0,0,0,46.7713,[0.46771311632731993]
1627,Finally saw it!,2,0.0,0,0,3,0,0,0,0,0,0,0,58.7031,[0.5870307167235498]
1628,Activity? what activity?,2,0.0,0,0,3,0,0,0,0,0,0,0,72.1522,"[0.6291390728476822, 0.6291390728476822]"
1629,[Adoration],1,0.0,0,0,3,1,0,0,0,0,0,0,75.0,[0.7499999999999999]
1630,"He keeps posting like this, deleting, deleting, and posting. When I see that it’s not even lower than double digits, I just ignore him.",16,-0.13140336452652937,0,0,16,0,0,0,0,0,0,0,1.0356,"[0.24843787268744377, 0.2484378726874431, 0.10566870023614239]"
1631,"Whenever something happens, he will be there. I don’t think SSM will be any better. No accident. After the event tomorrow and the day after tomorrow, he will be there. Believe it or not.",18,-0.6010976573450982,0,0,18,0,0,0,0,0,0,0,52.5476,"[0.5, 0.8903253968961775, 0.25373122485695365, 0.5262327818078083, 0.35475909413692364]"
1632,It’s because of fans like you that we will become more and more popular,9,0.0,0,0,9,0,0,0,0,0,0,0,65.7261,[0.6572605298616478]
1633,Are you okay? What should I delete? Is there anything wrong with your ears?,9,-3.631399622270995,0,0,8,0,0,0,0,0,0,0,26.0358,[0.26035817591635935]
1634,StrayKids peripherals,3,0.0,0,0,3,0,0,0,0,0,0,0,57.4549,[0.574549474228723]
1635,Super chat around,2,0.0,0,0,2,0,0,0,0,0,0,0,57.4549,[0.574549474228723]
1636,No mistakes in carding,4,-11.861647899011997,0,1,3,0,0,1,0,0,0,0,24.2848,[0.24284812994779104]
1637,0.5 zero mistakes,3,-15.03752078793749,0,1,3,0,0,1,0,0,0,0,20.0688,[0.20068819272225147]
1638,"1 Hello baby! Eleven is here! づ♡ど 1 year old + 😎Lots of credit pictures|All channels can connect to multiple devices|Includes mutual fire magic|Up and down number reporting|Small composition report or report form|Fixless wardrobe magic| 🌟I will only ask for leave unless the sky falls | Don’t step in to do it | Never Baby Crash Guaranteed Compensation | Never Baby Default Friend Position | Event Notifications | Replica Help | 🌟 Love is always there in thousands of rivers and mountains, can you choose me to run for you?",54,-0.4719424484922685,1,1,59,0,0,1,0,0,0,0,99.9909,"[0.9998908472982031, 0.5708394667869555]"
1639,1r [Good Persimmon],3,0.0,0,0,3,0,0,0,0,0,0,0,69.0305,[0.6903050414223921]
1640,1r pure handmade and reputable pictures,5,0.0,0,0,5,0,0,0,0,0,0,0,43.6989,[0.43698936828914214]
1641,"1r Hello boss💫This is a generation generation💫Double servers are available💫Long-term online can be found at any time💫Up and down account reporting💫Event or reprint reminder💫Default friend position💫When you meet a friend, you will say he is not you💫Inclusive of four people holding hands and luck Ancestor💫Wuyi guarantees compensation💫Supports final payment after deposit💫Report at any time if there are special circumstances",47,-0.08250015692875041,1,0,48,1,0,1,0,0,1,0,0.0464,[0.0004637485033396338]
1642,The one with monthly tasks?,3,0.0,0,0,4,0,0,0,0,0,0,0,50.0,[0.5]
1643,Is it the monthly assignment?,6,0.0,0,0,6,0,0,0,0,0,0,0,50.0,[0.5]
1644,Will deleting the post delete the experience?,5,0.0,0,0,5,0,0,0,0,0,0,0,52.5236,[0.5252356978273139]
1645,I understand everything [hair dryer],4,0.0,0,0,6,0,0,0,0,0,0,0,65.4323,[0.6543227484475105]
1646,"It doesn’t matter, delete the post, no experience",4,-11.861647899011999,0,0,3,0,0,0,0,0,0,0,51.9791,[0.5197914363650327]
1647,Who is this good guy?,3,0.0,0,0,3,0,0,0,0,0,0,0,63.1785,[0.6317853705682674]
1648,This is my favorite Hunan dish,8,6.974312469350784,1,0,7,0,0,0,0,0,0,0,67.9311,[0.6793114292931056]
1649,I&#39;m sorry I just did something bad to your photo....,11,-0.4163779721988521,0,0,11,0,0,1,0,0,1,0,3.9733,[0.03973250143174112]
1650,I want to go outdoors with you,4,0.0,0,0,4,0,0,0,0,0,0,0,81.1295,[0.8112946970687425]
1651,Licking husband,2,0.0,0,0,2,0,0,0,0,0,0,0,61.2634,[0.612634409437766]
1652,"Teacher, my nose feels itchy",4,0.0,0,0,4,0,0,0,0,0,0,0,34.3417,[0.34341714406448565]
1653,Is he so handsome that he will die?,5,-4.005030804844212,0,0,5,0,0,0,0,0,0,0,8.4817,[0.0848172273700708]
1654,"Husband, do you know how handsome you are?",5,0.0,0,0,5,0,0,0,0,0,0,0,38.7943,[0.38794314890495996]
1655,Mom is so beautiful,3,0.0,0,0,3,0,0,0,0,0,0,0,98.2444,[0.982443950768914]
1656,Like a teacher turning on a small stove for me under the quilt,9,0.0,0,0,9,0,0,0,0,0,0,0,68.9909,[0.6899092152888467]
1657,"I feel sorry for you, but I can’t leave it in the bookstore @DengweiD",8,-2.154581760656126,0,0,9,0,0,2,0,0,0,0,96.6338,"[0.5895734045510703, 0.9568916763843814]"
1658,you&#39;re right,4,0.0,0,0,4,0,0,0,0,0,0,0,39.0414,[0.39041446358519516]
1659,"Weizi, stay away from this mess and just be yourself @丁伟D",12,-0.12010747405341073,0,1,13,0,0,0,0,0,1,0,91.5834,"[0.7499999999999999, 0.096803300270343, 0.9766091324243436]"
1660,"Maybe the gods are not blessing, the stars are dark, but the young man is here, and the light and salvation are there. In other words, as long as you are here, I will love this world. @丁为D",19,2.966844179377881,2,0,20,0,0,0,0,1,0,0,99.9913,"[0.7280566699975379, 0.9372292693330204, 0.9729729729729728, 0.7782855855901631, 0.5262327818078083, 0.5262327818078083, 0.528676473008128, 0.9449471598391113]"
1661,"Sunshine, credit, and kind words make waves against the trend, and thoughts are turbulent and sparkle with the light of wisdom.",13,-0.1766445623673352,0,1,14,3,1,0,0,0,0,0,98.0919,"[0.8890481777775889, 0.8769384607041346]"
1662,"I&#39;m waiting for a breeze, waiting for dawn to stop in the stars, waiting for me to fall into the starry sky, waiting for you to love me. @丁为D",14,0.0,0,0,17,0,0,0,0,0,0,0,96.7541,"[0.36233515718999887, 0.6326765858225853, 0.931055858172417, 0.5262327818078083, 0.5, 0.9449471598391113]"
1663,"I wish that someone would stand with you at dusk, and someone would ask you whether the porridge is warm. There are people who turn out the lights with you, and there are people who spend half your life reading books with you. @丁为D",13,0.0,0,0,16,0,0,0,0,0,0,0,96.8029,"[0.5, 0.9172782975872026, 0.3344286540609891, 0.6019265178098372, 0.6389846262993308, 0.9449471598391113]"
1664,People who truly love him will treat him as an ordinary person and love him... instead of just loving his dazzling aura as a big star... so... all they can do is... feel sorry for him at the same time... On the other hand🐏🐭...when he needs it...he will be right there...,32,1.5362534203075353,2,0,31,3,0,1,0,0,1,0,92.2866,[0.9228664758992834]
1665,"Generally, when posting the same video, it will be divided into p points. Just add any video to prevent car crashes.",12,1.1927013151780923,1,0,12,0,0,0,0,1,1,0,3.7843,"[0.26117516973158783, 0.10999218000294764]"
1666,"Help, I don’t understand this either.",7,-3.0146657125097533,0,0,7,0,0,0,0,0,0,0,49.5629,"[0.8, 0.2143751524246077]"
1667,The second photo shows LJ who was the target of the car crash. Can you please give him a private photo?,14,-0.523880085700873,0,0,14,0,0,0,0,1,1,0,68.882,"[0.22564038197154157, 0.894044014682871]"
1668,"I have been watching this up for a long time, and even now I don’t know which sister it is on Weibo. Help you up",18,-0.5443062657863422,1,0,18,0,0,0,0,0,0,0,66.433,"[0.7270036611225787, 0.3750021641759822, 0.6044520547945206]"
1669,p2 wrote the content of the manuscript and it crashed,8,0.0,0,0,8,0,0,0,0,0,0,0,98.5722,[0.9857215195552922]
1670,Could it be that the names are too close?,8,-4.066271054437155,0,0,7,0,0,0,0,0,0,0,21.5599,[0.21559938041387605]
1671,"Help me, upup! ! !",4,4.338816045997915,1,0,5,1,0,0,0,0,0,0,28.2138,"[0.3038873781461131, 0.5]"
1672,You can also eat crooked chicken. Let’s share a table with Buipingke for hot pot.,10,0.0,0,0,11,0,0,0,0,0,0,0,2.8523,"[0.2308283396275872, 0.09801937981665598]"
1673,🆗 Very boring melon,5,-14.65800070469714,0,1,4,0,0,0,0,0,1,0,27.3215,[0.2732149359797328]
1674,Didn’t you say you weren’t your boyfriend in the afternoon?,6,-2.222652595598795,0,0,5,0,0,0,0,0,2,0,21.7228,[0.21722801292884852]
1675,Didn’t you say that he wasn’t your boyfriend?,4,-8.676175817268671,0,0,3,0,0,0,0,0,2,0,22.7997,[0.22799741518851302]
1676,I heard that he&#39;s not her boyfriend yet,7,-1.9275921088988077,0,0,6,0,0,0,0,0,1,0,59.2856,[0.5928562603253531]
1677,Participating in the lottery will make your legs hairy.,7,0.0,0,0,7,0,0,0,0,0,0,0,79.0682,[0.7906819232308742]
1678,Everyone was so angry that they had been arguing for so long over nothing serious.,11,-1.7021271366754769,0,0,12,0,0,0,0,0,1,0,5.9956,"[0.17974632511116295, 0.24430583769481728]"
1679,Everyone who participated in the lottery was also blocked by him. Then he also posted a post about the lottery saying that we are all other people’s leg hair.,21,0.0,0,0,21,0,0,0,0,0,0,0,36.6819,[0.3668189572210876]
1680,So that&#39;s it,3,0.0,0,0,3,0,0,0,0,0,0,1,52.6233,[0.5262327818078083]
1681,"Not my boyfriend, he said it himself later",7,-2.9794649626467047,0,0,7,0,0,0,0,0,1,0,46.2743,"[0.5989981564629459, 0.39041446358519516]"
1682,"If he&#39;s not his boyfriend, why should he apologize on behalf of the girl?",9,8.523078389135282,1,0,7,0,0,1,0,0,1,0,1.062,[0.01061956780874962]
1683,Isn’t this post finished in the afternoon? Why did my time playing games get fermented again?,17,-0.08940664433744192,0,0,17,0,1,0,0,0,1,0,73.0421,"[0.22528696315228414, 0.9118878569632081]"
1684,"What, the prize in the draw is leg hair. I have participated in so many draws that I don’t even know whose leg hair I have.",18,-0.32363924488711593,0,0,18,0,0,0,0,0,0,0,66.2588,"[0.5262327818078083, 0.7065549764339296, 0.47531094479803915]"
1685,"What a rotten melon. I originally thought it would be over in the afternoon, but I didn’t expect it to have so many consequences. I have the words “Be careful in your words and deeds” engraved on my forehead. Today I vowed never to comment on emotional posts again.",28,-0.31809024185752816,0,0,27,1,0,1,0,0,0,0,2.7003,"[0.11395766471726465, 0.688669686936451, 0.10742232895034687]"
1686,"And one girl’s comment was particularly accurate: She asked others to report to bed when they were not her boyfriend, but she blocked other people’s normal comments. Later, she got into a fight with this girl again, and went to the normal emotional posts posted by others, saying that if she posted them, she would be scolded by a group of people. . In fact, others only say how good she is, and it’s not like she is not allowed to post normal emotional posts.",53,-0.5330097946532836,0,1,54,0,0,1,0,1,2,0,1.5961,"[0.5196638752399921, 0.3657763116728767, 0.5696173453334967, 0.26274174743395184, 0.4083636046222764, 0.34472526450652075, 0.2578281321174386]"
1687,I understand how to eat online using 2g,5,0.0,0,0,5,0,0,0,0,0,0,0,58.2388,[0.5823876372511267]
1688,"Hahahahaha, I participated in a lottery and was blocked for no apparent reason.",9,0.0,0,0,9,0,1,0,0,0,1,0,86.9598,[0.8695981504251695]
1689,Forehead. .,1,0.0,0,0,2,0,0,0,0,0,0,0,53.4593,[0.5833333333333336]
1690,@好看无reason this!,3,0.0,0,0,5,1,0,0,0,0,1,0,95.2971,[0.9529710292837049]
1691,"This man probably thinks she is very unlucky, she is so embarrassing.",13,0.0,0,0,14,0,0,0,0,0,2,0,37.4283,"[0.2791375015659864, 0.6317853705682674]"
1692,It is recommended to go directly to dig wild vegetables,5,0.0,0,0,5,0,0,0,0,0,0,0,21.6623,[0.21662276719190188]
1693,. . . crazy guy,1,0.0,0,0,2,0,0,0,0,0,0,0,45.8188,[0.5]
1694,She loves to be in tune with her so much that she always feels like others are playing tricks on her.,10,7.1199842090325784,1,0,9,0,0,0,0,0,0,0,99.6317,[0.9963171475650187]
1695,"Pigeon asked, &quot;What, what, what?&quot; It&#39;s just leg hair, don&#39;t get too crazy.",11,-1.1411942616083837,0,0,12,0,0,0,0,0,0,0,43.451,[0.43451007873251946]
1696,"It made me laugh so hard when I saw that I was also blocked, so I commented, &quot;Don&#39;t be so in love, hahahahaha&quot;",16,1.3780105268616716,1,0,15,0,1,0,0,0,0,0,84.0142,"[0.5336383348837236, 0.8361085956596234]"
1697,"If you have a glass heart, don’t go online and post to ask for opinions. If you receive comments that you don’t like, just talk nonsense and bully 800 people over trivial matters [reading books]",27,0.0657042705905345,1,0,26,0,0,0,0,0,0,0,0.0337,[0.0003365197346820725]
1698,Speechless. . .,1,0.0,0,0,2,0,0,0,0,0,0,0,32.8028,[0.36598634530577345]
1699,@不吃chocolate-flavored rolls@Slikeyb14- summary post,8,-1.2190396194960944,0,0,9,0,0,0,0,0,0,0,67.1918,[0.6719180705040245]
1700,@李TvT @ lovely and innocent @ 米 spicy words fort The development of things is somewhat unexpected,11,4.810048984598585,1,0,11,3,0,0,0,0,0,1,99.9967,[0.9999670362159913]
1701,Hurry and tie up your house🐶 and don’t pull it outside💩 @4AM team,11,-1.8986278809437414,0,0,11,0,0,0,0,0,0,0,9.4078,[0.09407824090388095]
1702,What is the gatekeeper 🐶 doing in the club? Let your dad come and listen to it @lastnight12,13,0.0,0,0,15,0,0,0,0,0,0,0,98.4402,[0.9844019566412977]
1703,"If the PC game suddenly dies, you’ll have nothing to do, right @lastnight12",12,-5.6401573008666475,0,0,12,0,0,0,0,0,0,0,31.3115,[0.3131148539516915]
1704,OPPO really has no vision.,7,-9.435529008133585,0,0,7,0,0,0,0,0,0,0,54.8713,[0.5487132625089655]
1705,@Heian Shoka,1,0.0,0,0,2,0,1,0,0,0,0,0,53.6589,[0.5365894286184159]
1706,Follow @安肖华,2,0.0,0,0,3,0,1,0,0,0,0,0,81.8346,[0.8183455289530245]
1707,"Baby, I got out of the circle",6,0.0,0,0,6,0,0,0,0,0,0,0,52.9351,[0.5293509540529309]
1708,Baseball Maku,2,0.0,0,0,2,0,0,0,0,0,0,0,93.0261,[0.9302609337128398]
1709,Li Maimai web link,3,0.0,0,0,3,0,0,0,0,0,0,0,23.6148,[0.23614806596090676]
1710,Why am I at level 8 as a laborer?,6,0.0,0,0,6,0,0,0,0,0,0,0,35.0115,[0.35011533275455]
1711,Is it okay if I want to laugh?,5,0.0,0,0,5,0,0,0,0,0,0,0,71.493,[0.7149296812949492]
1712,"If workers delete posts, their experience will also be lost.",6,0.0,0,0,6,0,0,0,0,0,0,0,39.7289,[0.39728883386704217]
1713,Deleting and hiding posts seems to cause experience loss,8,0.0,0,0,8,0,0,0,0,0,0,0,21.807,[0.21806967720070525]
1714,"Yes, it will disappear if you delete or hide it.",7,0.0,0,0,7,0,0,0,0,0,0,0,40.8069,[0.4080690748067183]
1715,Who can help me answer this question?,6,12.874752938208045,1,0,5,0,0,0,0,0,0,0,72.5707,[0.7257069550598486]
1716,Ha ha ha ha ha ha ha ha,1,0.0,0,0,1,0,0,0,0,0,0,0,97.5135,[0.9751349273004098]
1717,Hahahahahaha,1,0.0,0,0,1,0,0,0,0,0,0,0,99.9278,[0.9992783121459906]
